account-name,posten-id,posten-ersatz,posten-laufzeit,posten-verlängerung,posten-Kündigungsfrist,posten-beginn,posten-ende,posten-status,posten-preis-mrc,posten-preis-nrc,posten-name,posten-beschreibung,AltePostenIDExcel_DC1_REF,Gnom_ID,Netz,GW Kommentar
20028,100191,n/a,1,1,2,01.05.2022,,aktiv," 566,00 € "," 1.174,80 € ",MetroInternet,"MetroInternet Borsigstraße 1, 42781 Haan, Bandwidth: 50 Mbit/s",100191_12868_V125098_P61782,G-R0M1U4IQ,,
20028,100192,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Gutenbergstr. 11, 70771 Leinfelden-Echterdingen, Bandwidth: 500/100 Mbit/s",100192_12868_V125282_P61627,G-P9RIR32Y,,
20028,100193,n/a,1,1,2,01.05.2022,,aktiv," 566,00 € "," 1.174,80 € ",MetroInternet,"MetroInternet Max-Planck-Straße 14, 47475 Kamp-Lintfort, Bandwidth: 50 Mbit/s",100193_12868_V125376_P61778,G-82SWRTPR,,
20028,100194,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100194_12868_V125376_P61779,,,Kein /29 im gnom
20028,100195,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100195_12868,G-82SWRTPR,94.186.228.100/31,
20028,100196,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100196_12868,G-R0M1U4IQ,94.186.228.102/31,
20028,100197,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100197_12868,G-P9RIR32Y,94.186.231.152/31,
20028,100198,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Stadionstr. 4-6, 70771 Leinfelden-Echterdingen B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1.000 Mbit/s EAST",100198_12869_V12131_P20072,,,
20028,100199,n/a,1,1,2,01.05.2022,,aktiv," 239,92 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Stadionstr. 4-6, 70771 Leinfelden-Echterdingen B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1.000 Mbit/s WEST",100199_12869_V12131_P20073,,,
20028,100200,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100200_12869,None,94.186.180.162/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100201,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Friedrichstrasse 23a, 70174 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100201_12871_V124973_P56188,G-9TWAKBRN,,
20028,100202,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Friedrichstrasse 23a, 70174 Stuttgart, Bandwidth: 100 Mbit/s",100202_12871_V124973_P56189,G-FQ7THF8J,,
20028,100203,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100203_12871,G-FQ7THF8J,94.186.197.56/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100204,n/a,1,1,2,01.05.2022,,aktiv," 100,00 € "," 50,00 € ",IP_24,"Öffentliches /24 IPv4 Netz, 254 Nutzbare Adressen",100204_12878_V6021_P10459,G-91944Z0Z,94.186.186.0/24,Kein Netz im Gnom registriert?
20028,100205,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gutenbergstr. 13, 70771 Leinfelden-Echterdingen B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100205_12878_V9601_P17451,G-1ACOD9C4,,
20028,100206,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100206_12929_V125060_P56234,,,
20028,100207,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100207_12929_V125060,,,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56234 abgebildet (2x)"
20028,100210,n/a,1,1,2,01.05.2022,,aktiv," 295,00 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Liebknechtstraße 29, 70565 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10.000 Mbit/s",100210_12929_V125793_P62661,G-66R9MSWT,,
20028,100211,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Industriestraße 2, Stuttgart-Vaihingen B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1.000 Mbit/s EAST",100211_12929_V125793_P62662,G-GNWF5DNX,,
20028,100212,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100212_12929,None,94.186.181.158/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100213,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100213_12929,None,94.186.181.208/28,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100214,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100214_12929,None,94.186.185.8/29,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100215,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100215_12929,G-TXI193SR,94.186.207.134/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100216,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100216_12929,G-Y1YX9QAY,94.186.214.92/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100226,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100226_12936,G-91O1MIS7,94.186.185.240/29,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100227,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100227_12936,None,94.186.187.134/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100228,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100228_12936,G-YJVDTWBH,94.186.197.144/29,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100229,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100229_12936,None,94.186.208.248/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100230,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100230_12936,None,94.186.208.250/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100231,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100231_12936,G-BPKL584Z,94.186.228.104/31,"Keinen korrespondierender DC1 Vertragsposten vorhanden, über P56233 abgebildet 1G redundant"
20028,100232,n/a,1,1,2,01.05.2022,,aktiv," 787,50 € "," 990,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Birkenwaldstrasse 44, 70191 Stuttgart B-Ende: Zülpicher Straße 8a, 40549 Düsseldorf, Bandwidth: 1000 Mbit/s",100232_12936_V125883_P63252,G-A4HIR69S,,
20028,100237,n/a,1,1,2,01.05.2022,,aktiv," 582,85 € "," 1.174,80 € ",MetroInternet,"MetroInternet Behaimstraße 25, 10585 Berlin-Charlottenburg, Bandwidth: 100 Mbit/s",100237_12936_V125883_P63257,,,Keine Doku zu 10G?
20028,100238,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Birkenwaldstrasse 44, 70191 Stuttgart, Bandwidth: 1000 Mbit/s",100238_12936_V125883_P63258,,,
20028,100239,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100239_12936_V125883_P63259,,,
20028,100240,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100240_12936_V125883_P63260,None,94.186.154.48/29,
20028,100242,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Pfizerstraße 5 - 7, 70184 Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart, Bandwidth: 1000 Mbit/s",100242_12980_V9076_P17511,,,
20028,100219,100240,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100219_12936_V9001_P16292,None,94.186.154.48/29,
20028,100243,n/a,1,1,2,01.05.2022,,aktiv," 93,45 € ", -   € ,MetroInternet,"MetroInternet Birkenwaldstrasse 44, 70191 Stuttgart, Bandwidth: 4 Mbit/s",100243_12980_V9076_P17513,,,
20028,100244,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100244_12980_V9076_P17514,,,
20028,100222,100239,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100222_12936_V9640_P17493,,,
20028,100223,100238,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 126,17 € ", -   € ,MetroInternet,"MetroInternet Birkenwaldstrasse 44, 70191 Stuttgart, Bandwidth: 1000 Mbit/s",100223_12936_V10503_P18777,G-YJVDTWBH,,
20028,100224,100232,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 787,50 € "," 990,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Birkenwaldstrasse 44, 70191 Stuttgart B-Ende: Zülpicher Straße 8a, 40549 Düsseldorf, Bandwidth: 1.000 Mbit/s",100224_12936_V33564_P54762,G-A4HIR69S,,
20028,100225,100237,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 582,85 € "," 1.174,80 € ",MetroInternet,"MetroInternet Behaimstraße 25, 10585 Berlin-Charlottenburg, Bandwidth: 100 Mbit/s",100225_12936_V125378_P61820,G-BPKL584Z,,
20028,100245,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100245_12980,None,94.186.153.144/28,
20028,100246,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100246_12980,None,94.186.156.244/31,
20028,100247,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mollenbachstraße 3, 71229 Leonberg B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100247_13000_V11961_P20335,,,
20028,100248,n/a,1,1,2,01.05.2022,,aktiv, -   € , -   € ,MetroInternet,"MetroInternet Mollenbachstraße 3, 71229 Leonberg, Bandwidth: 1000 Mbit/s",100248_13000_V11961_P20337,,,
20028,100249,n/a,1,1,2,01.05.2022,,aktiv," 1.117,20 € "," 825,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Shanghaiallee 9, 20457 Hamburg B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100249_13000_V125014_P56101,,,
20028,100250,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Rotebühlstraße 77 70178 Stuttgart, Bandwidth: 500 Mbit/s - Erstweg",100250_13024_V124798_P55816,,,
20028,100251,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Rotebühlstraße 77 70178 Stuttgart, Bandwidth: 500 Mbit/s - Zweitweg",100251_13024_V124798,,,Keinen korrespondierender DC1 Vertragsposten vorhanden (Zweitweg)
20028,100252,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100252_13024_V124798_P55817,,,
20028,100253,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100253_13024_V124798_,,,Keinen korrespondierender DC1 Vertragsposten vorhanden (zweite BGP Session)
20028,100254,n/a,1,1,2,01.05.2022,,aktiv," 134,83 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100254_13036,,,
20028,100255,n/a,1,1,2,01.05.2022,,aktiv," 134,83 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100255_13036,,,
20028,100256,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100256_13036,,,
20028,100257,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100257_13036,,,
20028,100258,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100258_13036,,,
20028,100259,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100259_13036,,,
20028,100260,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100260_13036,,,
20028,100261,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart NORTH",100261_13036,,,
20028,100262,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100262_13036,,,
20028,100263,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100263_13036,,,
20028,100264,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100264_13036,,,
20028,100265,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100265_13036,,,
20028,100266,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100266_13036,,,
20028,100267,n/a,1,1,2,01.05.2022,,aktiv," 63,69 € ", -   € ,DF,"Dark-Fiber Paar zwischen A-Ende: Tübingerstr. 55, Stuttgart B-Ende: Neue Brücke 8, 70173 Stuttgart SOUTH",100267_13036,,,
20028,100268,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100268_13036_V9031_P16317,None,,
20028,100269,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100269_13036_V9031_P16318,None,,
20028,100271,n/a,1,1,2,01.05.2022,,aktiv," 35,00 € "," 50,00 € ",RIPE,RIPE Verwaltung AS Nummer,100271_13114_V6579_P11478,None,AS34172,
20028,100272,n/a,1,1,2,01.05.2022,,aktiv," 35,00 € "," 50,00 € ",RIPE,RIPE Verwaltung v4 Netz,100272_13114_V6579_P11479,None,194.59.169.0/24,
20028,100273,n/a,1,1,2,01.05.2022,,aktiv," 35,00 € "," 50,00 € ",RIPE,RIPE Verwaltung v4 Netz,100273_13114_V6579_P11480,None,194.145.232.0/23,
20028,100274,n/a,1,1,2,01.05.2022,,aktiv," 324,41 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gänsheidestraße 4, 70184 Stuttgart B-Ende: Balinger Strasse 33/1, 70567 Stuttgart, Bandwidth: 1000 Mbit/s",100274_13114_V6605_P12271,G-QLPY0SY8,,
20028,100275,n/a,1,1,2,01.05.2022,,aktiv," 35,00 € "," 50,00 € ",RIPE,RIPE Mitgliedschaft v6 Netz,100275_13114_V7357_P13094,None,2001:67c:5ec::/48,
20028,100276,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gänsheidestraße 4, 70184 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s",100276_13114_V12198_P54300,G-59A1LM1X,,
20028,100277,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Presselstraße 29, 70191 Stuttgart B-Ende: Gänsheidestraße 4, 70184 Stuttgart, Bandwidth: 100 Mbit/s",100277_13114_V12407_P21290,G-6ZZ20L8F,,
20028,100278,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100278_13114_V124475_P55544,None,,
20028,100279,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100279_13114_V124475,None,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100280,n/a,1,1,2,01.05.2022,,aktiv," 666,95 € "," 3.190,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gerokstraße 49, 70184 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100280_13114_V124504_P55549,G-9UFTYTGR,,
20028,100281,n/a,1,1,2,01.05.2022,,aktiv," 375,54 € "," 2.200,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gerokstraße 11B, 70184 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100281_13114_V125425_P61941,G-EGUY3Y05,,
20028,100282,n/a,1,1,2,01.05.2022,,aktiv," 400,87 € "," 1.100,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlplatz 10, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s EAST",100282_13114_V125434_P61939,G-XIAT7ZHY,,"Referenz falsch im gnom, Adresse falsch (Straße statt Platz)"
20028,100283,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlplatz 10, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s WEST",100283_13114_V125434,G-7BMDCXCN,,Keinen korrespondierender DC1 Vertragsposten vorhanden (Redundante Leitung)
20028,100284,n/a,1,1,2,01.05.2022,,aktiv," 450,00 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Balinger Strasse 33/1, 70567 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s",100284_13114_V126123_P63359,G-HUQSW8LG,,
20028,100285,n/a,1,1,2,01.05.2022,,aktiv," 350,00 € "," 1.000,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackländerstrasse 36, 70184 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100285_13114_V126142_P63973,G-16OSDFNL,,
20028,100287,n/a,1,1,2,01.05.2022,,aktiv, -   € , -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Presselstraße 29, 70191 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100287_13114_V126142,G-UKDDPHMT,,Kein korrespondierender DC1 Vertragsposten in dem Vertrag…
20028,100288,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100288_13114_V5725,None,94.186.152.32/31,
20028,100289,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100289_13114_V5725,None,94.186.156.206/31,
20028,100290,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100290_13114_V124475,None,94.186.230.32/31,
20028,100270,100285,1,1,2,01.01.2021,29.10.2021,ausgelaufen-posten_wurde_ersetzt," 341,70 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Gänsheidestraße 4, 70184 Stuttgart B-Ende: Hackländerstrasse 36, 70184 Stuttgart",100270_13114_V6331_P11510,,,
20028,100291,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100291_13114_V124475,None,94.186.230.64/31,
20028,100292,n/a,1,1,2,01.05.2022,,aktiv," 35,00 € "," 50,00 € ",RIPE,RIPE Verwaltung v4 Netz,100292_13172_V5879_P15994,None,193.0.199.0/24,
20028,100293,n/a,1,1,2,01.05.2022,,aktiv," 336,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Datacenter FTG, Flugfeldallee 50, 71034 Böblingen B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100293_13172_V11250_P19347,,,
20028,100294,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100294_13172_V5868,G-ACKE9L3P,94.186.198.128/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100295,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100295_13172_V11250,G-RKUF39EK,94.186.231.236/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100296,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100296_13265_V9626,,94.186.183.154/31,Müssen auch IPs von GW haben für den internet upstream
20028,100297,n/a,1,1,2,01.05.2022,,aktiv," 233,80 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gerhard-Kindler-Straße 3, 72770 Reutlingen B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100297_13423_V7572_P13563,,,
20028,100298,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100298_13423_V7572_P13569,,,
20028,100299,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 100 Mbit/s",100299_13423_V7857_P13619,,,
20028,100300,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100300_13423_V7857,None,94.186.181.152/30,
20028,100301,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100301_13423_V7857,G-7H6YP8S4,94.186.187.160/30,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100328,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100328_13427_V35527_P63385,,,
20028,100329,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100329_13427_V35527,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100330,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s EAST",100330_13427_V35528_P63386,,,
20028,100331,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s WEST",100331_13427_V35528,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
